timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity
2022-08-09 00:00:00,-13889997137,7812757145897758927,201485,201485,201484,201485,1258791,7813464611695619913,1679294725949156852
2022-08-09 00:01:00,-100019368,56269366096549143,201485,201485,201485,201485,0,56269366096549143,1679294725949156852
2022-08-09 00:02:00,-47549925899,26769885638040159618,201499,201493,201493,201499,1766416550,27763779589256823649,1682640072575482835
2022-08-09 00:03:00,24832523957,-13970318686414029433,201492,201493,201492,201494,24832523957,0,1682640072575482835
2022-08-09 00:04:00,17543441568,-9863411280044775452,201492,201492,201487,201492,18091292268,308395893756539913,1682640072575482835
2022-08-09 00:05:00,104928756,-58862057947004456,201487,201487,201487,201487,316331520,118950000000000000,1684355933708504944
2022-08-09 00:06:00,48223263844,-27088005998434503593,201473,201486,201473,201486,48436219058,119696142027180507,1688464807129845283
2022-08-09 00:07:00,-15889249,8928245885865157,201473,201473,201473,201473,0,8928245885865157,1688464807129845283
2022-08-09 00:08:00,-18311664129,10292059921813942037,201478,201478,201478,201478,0,10292059921813942037,1688464807129845283
2022-08-09 00:09:00,-90576742,50921972917207752,201478,201478,201478,201478,384201,51137752477655753,1688464807129845283
2022-08-09 00:10:00,-44933914718,25277798961037239788,201491,201478,201478,201491,315682809,25455145955541573961,1692567699776333756
2022-08-09 00:11:00,-112083443404,63216948568893780237,201522,201491,201491,201525,45595419682,88929447956284955612,1726908073178884533
2022-08-09 00:12:00,-1554394863,890184976301416050,201521,201521,201516,201522,22072525273,13337483509309308810,1727822394477693235
2022-08-09 00:13:00,557524554,-313969689540403284,201522,201522,201522,201523,1514485810,540391086730466481,1727823446993044820
2022-08-09 00:14:00,86616639346,-48803189744185836596,201498,201522,201498,201522,86737084272,67867776737813935,1693526205993970340
2022-08-09 00:15:00,13748841870,-7735160181981199646,201494,201494,201494,201494,14979812325,693159951419455018,1693554795157924094
2022-08-09 00:16:00,-2098763165,1181868347723408429,201495,201494,201494,201495,0,1181868347723408429,1693554795157924094
2022-08-09 00:17:00,152164158,-85581272883222335,201495,201495,201495,201495,193027720,23011904577634446,1694321199480267963
