,glp,btc.b_price,weth_price,wbtc_price,wavax_price,mim_price,usdc_price,usdc.e_price,btc.b_size,btc.b_average,weth_size,weth_average,wbtc_size,wbtc_average,wavax_size,wavax_average,mim_pool,mim_usdg,btc.b_guaranteed,btc.b_pool,btc.b_reserved,btc.b_usdg,weth_guaranteed,weth_pool,weth_reserved,weth_usdg,wbtc_guaranteed,wbtc_pool,wbtc_reserved,wbtc_usdg,usdc.e_pool,usdc.e_reserved,usdc.e_usdg,wavax_guaranteed,wavax_pool,wavax_reserved,wavax_usdg,usdc_pool,usdc_reserved,usdc_usdg,mim_guaranteed,usdc.e_guaranteed,usdc_guaranteed,mim_reserved,interval,aum,glp_price
2024-10-05 00:00:00,23832889943279598772183014,62081.0,2414.43,62081.0,26.27,1.0,1.0,1.0,180506188158744835475000000000000,42380023791338164262660501681201981,420680884643992897053976776078343,3074689999999999999999999999999982,208539837586403463000000000000000,60773566000000000000000000000000000,20846172686983354853709619901695350,26390858245490657599544875845240,15868039046251981766595,10486814408886200527418,10082480513014870415126153959160000000,30332938347.0,30332917760.0,10082496625223343563900355,116154773142314668258559837758698673,1335436104263383796522,63867235242463910049,3484616588600880588018309,131196345957261417248421582012934149,1494867206.0,361692632.0,875025483480248523622336,54725777246.0,3100614869.0,51789193643575923061617,525092853817272711913160829615650010,69160362124191900955722,25202659281615151553735,1713012158215619283035389,6878471896056.0,14917141757.0,6853048148854583638057720,0,0,0,0,1537070762133703.0,22719645871794536406965095104906264576,0.9532895895489596
2024-10-05 00:01:00,23832889943279598772183014,62081.0,2414.43,62081.0,26.27,1.0,1.0,1.0,180506188158744835475000000000000,42380023791338164262660501681201981,420680884643992897053976776078343,3074689999999999999999999999999982,208539837586403463000000000000000,60773566000000000000000000000000000,20846172686983354853709619901695350,26390858245490657599544875845240,15868039046251981766595,10486814408886200527418,10082480513014870415126153959160000000,30332938347.0,30332917760.0,10082496625223343563900355,116154773142314668258559837758698673,1335436104263383796522,63867235242463910049,3484616588600880588018309,131196345957261417248421582012934149,1494867206.0,361692632.0,875025483480248523622336,54725777246.0,3100614869.0,51789193643575923061617,525092853817272711913160829615650010,69160362124191900955722,25202659281615151553735,1713012158215619283035389,6878471896056.0,14917141757.0,6853048148854583638057720,0,0,0,0,1537070762133703.0,22719645871794536406965095104906264576,0.9532895895489596
2024-10-05 00:02:00,23832889943279598772183014,62104.041,2416.617,62104.041,26.273,1.0,1.0,1.0,180506188158744835475000000000000,42380023791338164262660501681201981,420680884643992897053976776078343,3074689999999999999999999999999982,208539837586403463000000000000000,60773566000000000000000000000000000,20846172686983354853709619901695350,26390858245490657599544875845240,15868039046251981766595,10486814408886200527418,10082480513014870415126153959160000000,30332938347.0,30332917760.0,10082496625223343563900355,118925171489088388146672707353000869,1335137439972025302709,63429902191932411179,3483790564263678917774806,131196345957261417248421582012934149,1494867206.0,361692632.0,875025483480248523622336,54725777246.0,3100614869.0,51789193643575923061617,525092853817272711913160829615650010,69162442902668585106462,25202659281615151553735,1712443310952643200851341,6878471896056.0,14917141757.0,6853048148854583638057720,0,0,0,0,1537070762133703.0,22725609617255095708570706203371372544,0.9535398212864766
2024-10-05 00:03:00,23832889943279598772183014,62104.041,2417.407,62104.041,26.273,1.0,1.0,1.0,180506188158744835475000000000000,42380023791338164262660501681201981,420680884643992897053976776078343,3074689999999999999999999999999982,208539837586403463000000000000000,60773566000000000000000000000000000,20846172686983354853709619901695350,26390858245490657599544875845240,15868039046251981766595,10486814408886200527418,10082480513014870415126153959160000000,30332938347.0,30332917760.0,10082496625223343563900355,118925171489088388146672707353000869,1335137439972025302709,63429902191932411179,3483790564263678917774806,131196345957261417248421582012934149,1494867206.0,361692632.0,875025483480248523622336,54725777246.0,3100614869.0,51789193643575923061617,525092853817272711913160829615650010,69162442902668585106462,25202659281615151553735,1712443310952643200851341,6878471896056.0,14917141757.0,6853048148854583638057720,0,0,0,0,1537070762133703.0,22726881461613452845236403868465627136,0.9535931863782211
2024-10-05 00:04:00,23832889943279598772183014,62104.041,2417.407,62104.041,26.273,1.0,1.0,1.0,180506188158744835475000000000000,42380023791338164262660501681201981,420680884643992897053976776078343,3074689999999999999999999999999982,208539837586403463000000000000000,60773566000000000000000000000000000,20846172686983354853709619901695350,26390858245490657599544875845240,15868039046251981766595,10486814408886200527418,10082480513014870415126153959160000000,30332938347.0,30332917760.0,10082496625223343563900355,118925171489088388146672707353000869,1335137439972025302709,63429902191932411179,3483790564263678917774806,131196345957261417248421582012934149,1494867206.0,361692632.0,875025483480248523622336,54725777246.0,3100614869.0,51789193643575923061617,525092853817272711913160829615650010,69162442902668585106462,25202659281615151553735,1712443310952643200851341,6878471896056.0,14917141757.0,6853048148854583638057720,0,0,0,0,1537070762133703.0,22726881461613452845236403868465627136,0.9535931863782211
2024-10-05 00:05:00,23832889943279598772183014,62104.041,2417.407,62104.041,26.273,1.0,1.0,1.0,180506188158744835475000000000000,42380023791338164262660501681201981,420680884643992897053976776078343,3074689999999999999999999999999982,208539837586403463000000000000000,60773566000000000000000000000000000,20846172686983354853709619901695350,26390858245490657599544875845240,15868039046251981766595,10486814408886200527418,10082480513014870415126153959160000000,30332938347.0,30332917760.0,10082496625223343563900355,118925171489088388146672707353000869,1335137439972025302709,63429902191932411179,3483790564263678917774806,131196345957261417248421582012934149,1494867206.0,361692632.0,875025483480248523622336,54725777246.0,3100614869.0,51789193643575923061617,525092853817272711913160829615650010,69162442902668585106462,25202659281615151553735,1712443310952643200851341,6878471896056.0,14917141757.0,6853048148854583638057720,0,0,0,0,1537070762133703.0,22726881461613452845236403868465627136,0.9535931863782211
2024-10-05 00:06:00,23832889943279598772183014,62174.64,2419.79,62174.64,26.303,1.0,1.0,1.0,180506188158744835475000000000000,42380023791338164262660501681201981,420680884643992897053976776078343,3074689999999999999999999999999982,208539837586403463000000000000000,60773566000000000000000000000000000,20846172686983354853709619901695350,26390858245490657599544875845240,15868039046251981766595,10486814408886200527418,10082480513014870415126153959160000000,30332938347.0,30332917760.0,10082496625223343563900355,118925171489088388146672707353000869,1335137439972025302709,63429902191932411179,3483790564263678917774806,131196345957261417248421582012934149,1494867206.0,361692632.0,875025483480248523622336,54725777246.0,3100614869.0,51789193643575923061617,525092853817272711913160829615650010,69162442902668585106462,25202659281615151553735,1712443310952643200851341,6878471896056.0,14917141757.0,6853048148854583638057720,0,0,0,0,1537070762133703.0,22730218925288493672019979865593741312,0.9537332224243315
2024-10-05 00:07:00,23832889943279598772183014,62151.42,2419.55,62151.42,26.29,1.0,1.0,1.0,180506188158744835475000000000000,42380023791338164262660501681201981,420680884643992897053976776078343,3074689999999999999999999999999982,208539837586403463000000000000000,60773566000000000000000000000000000,20846172686983354853709619901695350,26390858245490657599544875845240,15868039046251981766595,10486814408886200527418,10082480513014870415126153959160000000,30332938347.0,30332917760.0,10082496625223343563900355,118925171489088388146672707353000869,1335137439972025302709,63429902191932411179,3483790564263678917774806,131196345957261417248421582012934149,1494867206.0,361692632.0,875025483480248523622336,54725777246.0,3100614869.0,51789193643575923061617,525092853817272711913160829615650010,69162442902668585106462,25202659281615151553735,1712443310952643200851341,6878471896056.0,14917141757.0,6853048148854583638057720,0,0,0,0,1537070762133703.0,22729958113516479241183508849062051840,0.9537222790694704
2024-10-05 00:08:00,23832889943279598772183014,62151.42,2419.55,62151.42,26.29,1.0,1.0,1.0,180506188158744835475000000000000,42380023791338164262660501681201981,420680884643992897053976776078343,3074689999999999999999999999999982,208539837586403463000000000000000,60773566000000000000000000000000000,20846172686983354853709619901695350,26390858245490657599544875845240,15868039046251981766595,10486814408886200527418,10082480513014870415126153959160000000,30332938347.0,30332917760.0,10082496625223343563900355,118925171489088388146672707353000869,1335137439972025302709,63429902191932411179,3483790564263678917774806,131196345957261417248421582012934149,1494867206.0,361692632.0,875025483480248523622336,54725777246.0,3100614869.0,51789193643575923061617,525092853817272711913160829615650010,69162442902668585106462,25202659281615151553735,1712443310952643200851341,6878471896056.0,14917141757.0,6853048148854583638057720,0,0,0,0,1537070762133703.0,22729958113516479241183508849062051840,0.9537222790694704
2024-10-05 00:09:00,23832889943279598772183014,62151.42,2419.55,62151.42,26.29,1.0,1.0,1.0,180506188158744835475000000000000,42380023791338164262660501681201981,420680884643992897053976776078343,3074689999999999999999999999999982,208539837586403463000000000000000,60773566000000000000000000000000000,20846172686983354853709619901695350,26390858245490657599544875845240,15868039046251981766595,10486814408886200527418,10082480513014870415126153959160000000,30332938347.0,30332917760.0,10082496625223343563900355,118925171489088388146672707353000869,1335137439972025302709,63429902191932411179,3483790564263678917774806,131196345957261417248421582012934149,1494867206.0,361692632.0,875025483480248523622336,54725777246.0,3100614869.0,51789193643575923061617,525092853817272711913160829615650010,69162442902668585106462,25202659281615151553735,1712443310952643200851341,6878471896056.0,14917141757.0,6853048148854583638057720,0,0,0,0,1537070762133703.0,22729958113516479241183508849062051840,0.9537222790694704
