block_timestamp,gas_price
2023-08-14 00:00:00,53.089213505000004
2023-08-14 00:01:00,41.89087952689285
2023-08-14 00:02:00,41.044754845607144
2023-08-14 00:03:00,41.28165853781482
2023-08-14 00:04:00,41.60692834020689
2023-08-14 00:05:00,38.20039256657143
2023-08-14 00:06:00,40.87936179528572
2023-08-14 00:07:00,41.670048375214286
2023-08-14 00:08:00,41.445394371344825
2023-08-14 00:09:00,41.149319229964284
2023-08-14 00:10:00,43.657083057464284
2023-08-14 00:11:00,53.56223922146428
2023-08-14 00:12:00,81.81086891735715
2023-08-14 00:13:00,63.08166163306897
2023-08-14 00:14:00,52.82793137828571
2023-08-14 00:15:00,52.7423766435
2023-08-14 00:16:00,46.57174154578571
2023-08-14 00:17:00,43.21198017124138
2023-08-14 00:18:00,42.35602352664286
2023-08-14 00:19:00,43.251397573160006
2023-08-14 00:20:00,56.900974965625004
2023-08-14 00:21:00,81.71056270565518
2023-08-14 00:22:00,69.6061544508889
2023-08-14 00:23:00,62.073206271000004
2023-08-14 00:24:00,55.32597819721428
2023-08-14 00:25:00,57.42228398213793
2023-08-14 00:26:00,53.04198900503571
2023-08-14 00:27:00,47.26570870839286
2023-08-14 00:28:00,42.995569773999996
2023-08-14 00:29:00,60.23932498625
2023-08-14 00:30:00,57.420536700896555
2023-08-14 00:31:00,65.93133610603572
2023-08-14 00:32:00,61.21956071971429
2023-08-14 00:33:00,56.54209245975
2023-08-14 00:34:00,58.95299496975862
2023-08-14 00:35:00,54.80829016621429
2023-08-14 00:36:00,55.71865660110715
2023-08-14 00:37:00,58.62893054242857
2023-08-14 00:38:00,51.629121194379316
2023-08-14 00:39:00,53.597099862607145
2023-08-14 00:40:00,49.97970769096429
2023-08-14 00:41:00,53.55805389425
2023-08-14 00:42:00,43.64459472048276
2023-08-14 00:43:00,55.18707091842857
2023-08-14 00:44:00,51.30214660403572
2023-08-14 00:45:00,41.872831274
2023-08-14 00:46:00,47.91332285089286
2023-08-14 00:47:00,49.79692835396552
2023-08-14 00:48:00,41.297556024892856
2023-08-14 00:49:00,44.56454397382142
2023-08-14 00:50:00,41.62179690181482
2023-08-14 00:51:00,42.06638129955172
2023-08-14 00:52:00,43.56237103321428
2023-08-14 00:53:00,43.09058892275
2023-08-14 00:54:00,51.59423936489286
2023-08-14 00:55:00,44.75940185510345
2023-08-14 00:56:00,42.46620261503572
2023-08-14 00:57:00,51.60297496128572
2023-08-14 00:58:00,51.70401039364286
2023-08-14 00:59:00,43.48179471444828
2023-08-14 01:00:00,44.06217375560714
2023-08-14 01:01:00,41.469336587642864
2023-08-14 01:02:00,45.91960024753571
2023-08-14 01:03:00,41.17354548155172
2023-08-14 01:04:00,40.9122021875
2023-08-14 01:05:00,46.99809931317857
2023-08-14 01:06:00,48.705159505321426
2023-08-14 01:07:00,45.79610717828571
2023-08-14 01:08:00,47.27040506627586
2023-08-14 01:09:00,51.54031081353571
2023-08-14 01:10:00,43.21612249982143
2023-08-14 01:11:00,41.10293066325
2023-08-14 01:12:00,41.46893398448275
2023-08-14 01:13:00,47.35200074585714
2023-08-14 01:14:00,52.593883225607144
2023-08-14 01:15:00,41.824237636250004
2023-08-14 01:16:00,40.712740640206896
2023-08-14 01:17:00,45.57219837979999
2023-08-14 01:18:00,56.425846254384616
2023-08-14 01:19:00,42.849009890642854
2023-08-14 01:20:00,42.019715958142854
2023-08-14 01:21:00,41.54973795406896
2023-08-14 01:22:00,41.81970519167857
2023-08-14 01:23:00,40.852495390428565
2023-08-14 01:24:00,41.278448438
2023-08-14 01:25:00,42.03376655206897
2023-08-14 01:26:00,45.729595855607144
2023-08-14 01:27:00,42.02247820435714
2023-08-14 01:28:00,41.83865717972
2023-08-14 01:29:00,42.59873657137037
2023-08-14 01:30:00,41.65605870953571
2023-08-14 01:31:00,44.420413787
2023-08-14 01:32:00,44.04904200578261
2023-08-14 01:33:00,42.031594939428565
2023-08-14 01:34:00,57.469702567571424
2023-08-14 01:35:00,55.00659720639286
2023-08-14 01:36:00,42.35360848239286
2023-08-14 01:37:00,40.88622450288889
2023-08-14 01:38:00,50.16932351603572
2023-08-14 01:39:00,70.06496630239285
2023-08-14 01:40:00,56.90529238010345
2023-08-14 01:41:00,46.59514451207143
2023-08-14 01:42:00,50.16336183135714
2023-08-14 01:43:00,42.31401271003572
2023-08-14 01:44:00,42.11890687228571
2023-08-14 01:45:00,43.84518357482759
2023-08-14 01:46:00,41.89995058408696
2023-08-14 01:47:00,51.64129514361111
2023-08-14 01:48:00,54.66587407467857
2023-08-14 01:49:00,43.060588594
2023-08-14 01:50:00,45.31052610779311
2023-08-14 01:51:00,51.007667749642856
2023-08-14 01:52:00,49.61278723925
2023-08-14 01:53:00,44.49852239335714
2023-08-14 01:54:00,42.70082441606897
2023-08-14 01:55:00,48.85120120907143
2023-08-14 01:56:00,74.72443880421429
2023-08-14 01:57:00,64.41537822125
2023-08-14 01:58:00,54.52494383214286
2023-08-14 01:59:00,52.56602166311538
2023-08-14 02:00:00,47.54164399767858
2023-08-14 02:01:00,41.44899946470371
2023-08-14 02:02:00,42.644329041206895
2023-08-14 02:03:00,44.34799847589286
2023-08-14 02:04:00,41.14519363189286
2023-08-14 02:05:00,41.16429058353572
2023-08-14 02:06:00,42.96263929203449
2023-08-14 02:07:00,44.67438424310715
2023-08-14 02:08:00,76.51490696703571
2023-08-14 02:09:00,80.79713710628572
2023-08-14 02:10:00,70.92323405431034
2023-08-14 02:11:00,53.991255902678574
2023-08-14 02:12:00,45.392514769499996
2023-08-14 02:13:00,59.38294238471428
2023-08-14 02:14:00,58.99102723278571
2023-08-14 02:15:00,74.47835343331818
2023-08-14 02:16:00,93.70153057029167
2023-08-14 02:17:00,80.2884392207857
2023-08-14 02:18:00,76.995668327
2023-08-14 02:19:00,75.59522741021429
2023-08-14 02:20:00,76.11121459882759
2023-08-14 02:21:00,82.35728916764286
2023-08-14 02:22:00,81.57369795535715
2023-08-14 02:23:00,68.96242120642857
2023-08-14 02:24:00,71.50658796072413
2023-08-14 02:25:00,71.65526744339286
2023-08-14 02:26:00,81.50858596710714
2023-08-14 02:27:00,79.25157822660715
2023-08-14 02:28:00,84.78814107942857
2023-08-14 02:29:00,77.9196486223793
2023-08-14 02:30:00,65.5345909459643
2023-08-14 02:31:00,69.87318948335714
2023-08-14 02:32:00,70.03472971807408
2023-08-14 02:33:00,83.63355468524138
2023-08-14 02:34:00,68.88651034521429
2023-08-14 02:35:00,72.52249222296429
2023-08-14 02:36:00,87.56307229378571
2023-08-14 02:37:00,117.89803866672413
2023-08-14 02:38:00,106.05434130217857
2023-08-14 02:39:00,81.5894919517143
2023-08-14 02:40:00,72.447038929
2023-08-14 02:41:00,65.4023363578276
2023-08-14 02:42:00,67.54263856460715
2023-08-14 02:43:00,70.23864380303571
2023-08-14 02:44:00,86.41812041050001
2023-08-14 02:45:00,70.68124275144828
2023-08-14 02:46:00,73.95315336342857
2023-08-14 02:47:00,77.52272216303703
2023-08-14 02:48:00,74.81412672896428
2023-08-14 02:49:00,85.53267168092857
2023-08-14 02:50:00,87.24969776307144
2023-08-14 02:51:00,83.79998904764285
