timestamp,netAmount0,netAmount1,closeTick,openTick,lowestTick,highestTick,inAmount0,inAmount1,currentLiquidity
2022-07-21 00:00:00,7842591131,-5151752468518604212,203045,203050,203045,203051,9684469791,1211745589378118907,909472233241920573
2022-07-21 00:01:00,296680501,-189818503746065918,203045,203043,203041,203045,8010361139,5071028180625157506,909472233241920573
2022-07-21 00:02:00,37828573980,-24819164071247288922,203024,203046,203024,203047,43449922022,3695813364590162571,909347239969248212
2022-07-21 00:03:00,18131116085,-11864448706780025942,203020,203024,203013,203036,40007694206,14363179843093548643,909347239969248212
2022-07-21 00:04:00,31934687906,-20869853992197418867,202996,203013,202989,203013,67379200957,23205578962705280931,913870860552835907
2022-07-21 00:05:00,-8333702412,5456874819994011407,203000,202997,202997,203002,4200364154,8203968681649397936,914010673776943736
2022-07-21 00:06:00,-35284595259,23120945410480586172,203020,203000,203000,203020,222990863,23266772610617293073,909347239969248212
2022-07-21 00:07:00,48807790741,-31937620343582896708,202993,203020,202992,203020,49462334941,428145546350905813,913870860552835907
2022-07-21 00:08:00,1416991380,-913256656405697858,202992,202983,202982,202992,20795552579,12668805301241456672,913870860552835907
2022-07-21 00:09:00,-11451211530,7492328563242285097,202998,202993,202993,202998,0,7492328563242285097,913870860552835907
2022-07-21 00:10:00,-16160767535,10581982085353495627,203007,203003,203003,203007,150596775,10680537508596832969,914010847470249491
2022-07-21 00:11:00,10742693147,-7027731749013136386,203001,203007,203001,203007,11496631452,493780657111131698,914012521716398522
2022-07-21 00:12:00,-1333712285,909309278437705205,203004,202998,202980,203012,55178432317,36978121809261707721,914012521716398522
2022-07-21 00:13:00,6674402103,-4364820274471149724,202998,203002,202998,203002,6674402103,0,913872708492290693
2022-07-21 00:14:00,37444012570,-24455878561797792092,202977,202994,202977,202996,38957275300,988904644907814843,912553931482746260
2022-07-21 00:15:00,-6810225237,4453542394362080390,202981,202985,202981,202985,7262703833,9195000123110865444,915385772498919931
2022-07-21 00:16:00,1447037476,-944277849999999872,202980,202981,202980,202981,1753136802,200000000000000000,915385772498919931
2022-07-21 00:17:00,68932121192,-44883375361558841751,202942,202977,202934,202979,99756395855,20061857759040643333,913387139051887038
2022-07-21 00:18:00,-3670061384,2402692819296464644,202944,202933,202933,202944,21404062131,16311489644850326560,913387139051887038
2022-07-21 00:19:00,-233752060,152161150717609496,202944,202944,202944,202944,0,152161150717609496,913387139051887038
2022-07-21 00:20:00,-13574663767,8839856976059255833,202952,202944,202944,202952,10000000,8846362957596944386,913386044752294229
2022-07-21 00:21:00,-9881317515,6439625128026042665,202957,202952,202951,202957,1031523828,7110920453426021352,913387772886780630
2022-07-21 00:22:00,-62777305695,40991560217198535087,202991,202960,202959,202992,1275381684,41824146380355201376,914216026486447964
2022-07-21 00:23:00,18633834613,-12169887700170438833,202982,202992,202982,202992,18636760114,1913573895655348,915387500633406332
2022-07-21 00:24:00,22104166077,-14419334822627075407,202970,202980,202969,202980,23079241927,636337385217641442,912899715343120709
2022-07-21 00:25:00,-44461168,29016907709919799,202970,202970,202970,202970,1385633,29920288725011574,912899881460901358
2022-07-21 00:26:00,-458971934,299536611420848055,202970,202970,202970,202970,1000000,300188591043106740,912899881460901358
2022-07-21 00:27:00,-4293502075,2802413785172966955,202972,202970,202970,202972,0,2802413785172966955,912899881460901358
2022-07-21 00:28:00,-8580953897,5625699716738388145,202976,202972,202962,202980,34934318935,28404799138500226626,912899881460901358
2022-07-21 00:29:00,-29103601657,19023646335645276691,202993,202980,202980,202993,808000000,19551439514401400505,914218658470445791
2022-07-21 00:30:00,-15772454062,10323541916120275331,203002,202992,202992,203002,1806140000,11503816869154594026,914358471694553620
2022-07-21 00:31:00,-46234200170,30313347348704048322,203028,203003,203003,203030,3876976968,32855138572337858024,909695939297581341
2022-07-21 00:32:00,11535755256,-7562557349909092285,203022,203028,203022,203028,11538246140,1635128158516762,909695939297581341
2022-07-21 00:33:00,-32375860810,21259559759174912636,203040,203022,203021,203040,1586541173,22299946581894234686,913085977085103737
2022-07-21 00:34:00,-56334587373,37085110918907003610,203071,203045,203045,203071,3984493156,39705767063301548380,912519010349729431
2022-07-21 00:35:00,120484029,-75222870942093237,203071,203073,203071,203074,6389321941,4133466472514320963,912519010349729431
2022-07-21 00:36:00,71166485457,-46756274102277708831,203031,203071,203025,203074,105876917179,22834513726666916082,913085977085103737
2022-07-21 00:37:00,-45794978481,30120517230355090351,203057,203032,203031,203057,15050642187,40010483705926757242,913085977085103737
2022-07-21 00:38:00,9114239325,-5992726421848413997,203052,203057,203052,203057,9340315528,148835487506823718,913085977085103737
2022-07-21 00:39:00,10371723793,-6815406796753702458,203052,203049,203046,203051,11240669454,571435542594320340,913085977085103737
2022-07-21 00:40:00,-2212130411,1455219700637235154,203048,203046,203046,203048,538234918,1808877476517293093,913087036616744672
2022-07-21 00:41:00,1675898486,-1101113439804702516,203047,203047,203047,203047,1675898486,0,913087036616744672
2022-07-21 00:42:00,-24330010435,16011758284197468817,203059,203047,203047,203060,90000000,16070887938595120903,913087401310527006
2022-07-21 00:43:00,7585655610,-4989512626867139302,203059,203060,203056,203060,7585655610,0,913087401310527006
2022-07-21 00:44:00,-23168306440,15261592919848370160,203069,203056,203056,203069,850225353,15820716024325995983,913115294292888477
2022-07-21 00:45:00,15596463201,-10264332946685968378,203060,203069,203060,203070,17143897519,1020000000000000000,913115294292888477
2022-07-21 00:46:00,10062957480,-6618479368315145184,203055,203056,203055,203059,10114614930,34000000000000000,913483009631383673
2022-07-21 00:47:00,-29031267189,19124023139083645232,203071,203055,203055,203071,834640528,19673633155116720078,912520499582663785
2022-07-21 00:48:00,16704932786,-10991340896050338554,203062,203068,203057,203068,24814641140,5340155000371302437,913115359300399562
2022-07-21 00:49:00,4258940892,-2801965822882382623,203062,203060,203059,203060,4258940892,0,913115359300399562
2022-07-21 00:50:00,-1148813679,758623010379004440,203060,203059,203059,203061,3228901000,2882963158482857665,913115383254941346
2022-07-21 00:51:00,15643424175,-10286754235430118043,203051,203060,203051,203060,15648297716,3206609154955193,913483098593436542
