,glp,btc.b_price,weth_price,wbtc_price,wavax_price,mim_price,usdc_price,usdc.e_price,btc.b_size,btc.b_average,weth_size,weth_average,wbtc_size,wbtc_average,wavax_size,wavax_average,mim_pool,mim_usdg,btc.b_guaranteed,btc.b_pool,btc.b_reserved,btc.b_usdg,weth_guaranteed,weth_pool,weth_reserved,weth_usdg,wbtc_guaranteed,wbtc_pool,wbtc_reserved,wbtc_usdg,usdc.e_pool,usdc.e_reserved,usdc.e_usdg,wavax_guaranteed,wavax_pool,wavax_reserved,wavax_usdg,usdc_pool,usdc_reserved,usdc_usdg,mim_guaranteed,usdc.e_guaranteed,usdc_guaranteed,mim_reserved,interval,aum,glp_price
2024-10-02 00:00:00,24374104057439308298996845,60778.689,2446.26,60778.689,25.76,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,3020680884643992897053976776078343,2641347170152345816299250960491333,208540183566100000000000000000000,61783717000000000000000000000000384,57479159762035400317087276830775000,25748368839924162146846107917482,15482820383629170550389,10101595746263389311212,10082480513014870415126153959160000000,30332811507.0,30332917760.0,10082418176312869583018558,116445915333540370947399411186458048,1332660458557803445721,62115172163761332476,3477812292763678917774806,127619045886771307146716582012934149,1504431587.0,355928646.0,880975628356197368622064,56227808890.0,1545539742.0,53291225287575923061617,534505982847095987775239773585650010,69159998945564809372529,25565837908706734746234,1709790235435643200851341,6879675581732.0,15705633594.0,6857926240815583638057720,0,0,0,0,1551692999892260.0,22706185547305084127231798449197285376,0.9315700586900074
2024-10-02 00:01:00,24374104057439308298996845,60778.689,2446.26,60778.689,25.76,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,3020680884643992897053976776078343,2641347170152345816299250960491333,208540183566100000000000000000000,61783717000000000000000000000000384,57479159762035400317087276830775000,25748368839924162146846107917482,15482820383629170550389,10101595746263389311212,10082480513014870415126153959160000000,30332811507.0,30332917760.0,10082418176312869583018558,116445915333540370947399411186458048,1332660458557803445721,62115172163761332476,3477812292763678917774806,127619045886771307146716582012934149,1504431587.0,355928646.0,880975628356197368622064,56227808890.0,1545539742.0,53291225287575923061617,534505982847095987775239773585650010,69159998945564809372529,25565837908706734746234,1709790235435643200851341,6879675581732.0,15705633594.0,6857926240815583638057720,0,0,0,0,1551692999892260.0,22706185547305084127231798449197285376,0.9315700586900074
2024-10-02 00:02:00,24374104057439308298996845,60864.655,2452.659,60864.655,25.8,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,3020680884643992897053976776078343,2641347170152345816299250960491333,208540183566100000000000000000000,61783717000000000000000000000000384,57479159762035400317087276830775000,25748368839924162146846107917482,15482820383629170550389,10101595746263389311212,10082480513014870415126153959160000000,30332811507.0,30332917760.0,10082418176312869583018558,116445915333540370947399411186458048,1332660458557803445721,62115172163761332476,3477812292763678917774806,127619045886771307146716582012934149,1504431587.0,355928646.0,880975628356197368622064,56227808890.0,1545539742.0,53291225287575923061617,534505982847095987775239773585650010,69159998945564809372529,25565837908706734746234,1709790235435643200851341,6879675581732.0,15705633594.0,6857926240815583638057720,0,0,0,0,1551692999892260.0,22714804201320350281172331364362485760,0.931923657492858
2024-10-02 00:03:00,24374104057439308298996845,60864.655,2452.659,60864.655,25.8,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,3020680884643992897053976776078343,2641347170152345816299250960491333,208540183566100000000000000000000,61783717000000000000000000000000384,57479159762035400317087276830775000,25748368839924162146846107917482,15482820383629170550389,10101595746263389311212,10082480513014870415126153959160000000,30332811507.0,30332917760.0,10082418176312869583018558,116445915333540370947399411186458048,1332660458557803445721,62115172163761332476,3477812292763678917774806,127619045886771307146716582012934149,1504431587.0,355928646.0,880975628356197368622064,56227808890.0,1545539742.0,53291225287575923061617,534505982847095987775239773585650010,69159998945564809372529,25565837908706734746234,1709790235435643200851341,6879675581732.0,15705633594.0,6857926240815583638057720,0,0,0,0,1551692999892260.0,22714804201320350281172331364362485760,0.931923657492858
2024-10-02 00:04:00,24374104057439308298996845,60864.655,2452.659,60864.655,25.8,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,3020680884643992897053976776078343,2641347170152345816299250960491333,208540183566100000000000000000000,61783717000000000000000000000000384,57479159762035400317087276830775000,25748368839924162146846107917482,15482820383629170550389,10101595746263389311212,10082480513014870415126153959160000000,30332811507.0,30332917760.0,10082418176312869583018558,116445915333540370947399411186458048,1332660458557803445721,62115172163761332476,3477812292763678917774806,127619045886771307146716582012934149,1504431587.0,355928646.0,880975628356197368622064,56227808890.0,1545539742.0,53291225287575923061617,534505982847095987775239773585650010,69159998945564809372529,25565837908706734746234,1709790235435643200851341,6879675581732.0,15705633594.0,6857926240815583638057720,0,0,0,0,1551692999892260.0,22714804201320350281172331364362485760,0.931923657492858
2024-10-02 00:05:00,24374104057439308298996845,60855.576,2455.729,60855.576,25.855,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,3020680884643992897053976776078343,2641347170152345816299250960491333,208540183566100000000000000000000,61783717000000000000000000000000384,53749491454638666407397835337837500,25732789581368410924057095948304,15482820383629170550389,10101595746263389311212,10082480513014870415126153959160000000,30332811507.0,30332917760.0,10082418176312869583018558,116445915333540370947399411186458048,1332660458557803445721,62115172163761332476,3477812292763678917774806,127619045886771307146716582012934149,1504431587.0,355928646.0,880975628356197368622064,56227808890.0,1545539742.0,53291225287575923061617,534505982847095987775239773585650010,69159998945564809372529,25565837908706734746234,1709790235435643200851341,6879553163508.0,8246296980.0,6857926240815583638057720,0,0,0,0,1551692999892260.0,22718533397139161404984288776514699264,0.9320766557655339
2024-10-02 00:06:00,24374104057439308298996845,60855.576,2455.729,60855.576,25.855,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,3020680884643992897053976776078343,2641347170152345816299250960491333,208540183566100000000000000000000,61783717000000000000000000000000384,53749491454638666407397835337837500,25732789581368410924057095948304,15482820383629170550389,10101595746263389311212,10082480513014870415126153959160000000,30332811507.0,30332917760.0,10082418176312869583018558,116445915333540370947399411186458048,1332660458557803445721,62115172163761332476,3477812292763678917774806,127619045886771307146716582012934149,1504431587.0,355928646.0,880975628356197368622064,56227808890.0,1545539742.0,53291225287575923061617,534505982847095987775239773585650010,69159998945564809372529,25565837908706734746234,1709790235435643200851341,6879553163508.0,8246296980.0,6857926240815583638057720,0,0,0,0,1551692999892260.0,22718533397139161404984288776514699264,0.9320766557655339
2024-10-02 00:07:00,24374104057439308298996845,60882.272,2454.61,60882.272,25.856,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,3020680884643992897053976776078343,2641347170152345816299250960491333,208540183566100000000000000000000,61783717000000000000000000000000384,53749491454638666407397835337837500,25732789581368410924057095948304,15482820383629170550389,10101595746263389311212,10082480513014870415126153959160000000,30332811507.0,30332917760.0,10082418176312869583018558,116445915333540370947399411186458048,1332660458557803445721,62115172163761332476,3477812292763678917774806,127619045886771307146716582012934149,1504431587.0,355928646.0,880975628356197368622064,56227808890.0,1545539742.0,53291225287575923061617,534505982847095987775239773585650010,69159998945564809372529,25565837908706734746234,1709790235435643200851341,6879553163508.0,8246296980.0,6857926240815583638057720,0,0,0,0,1551692999892260.0,22717572057734299351769039003583512576,0.932037214750488
2024-10-02 00:08:00,24374104057439308298996845,60882.272,2454.61,60882.272,25.856,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,3020680884643992897053976776078343,2641347170152345816299250960491333,208540183566100000000000000000000,61783717000000000000000000000000384,53749491454638666407397835337837500,25732789581368410924057095948304,15482820383629170550389,10101595746263389311212,10082480513014870415126153959160000000,30332811507.0,30332917760.0,10082418176312869583018558,116445915333540370947399411186458048,1332660458557803445721,62115172163761332476,3477812292763678917774806,127619045886771307146716582012934149,1504431587.0,355928646.0,880975628356197368622064,56227808890.0,1545539742.0,53291225287575923061617,534505982847095987775239773585650010,69159998945564809372529,25565837908706734746234,1709790235435643200851341,6879553163508.0,8246296980.0,6857926240815583638057720,0,0,0,0,1551692999892260.0,22717572057734299351769039003583512576,0.932037214750488
2024-10-02 00:09:00,24374104057439308298996845,60882.272,2454.61,60882.272,25.856,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,3020680884643992897053976776078343,2641347170152345816299250960491333,208540183566100000000000000000000,61783717000000000000000000000000384,53749491454638666407397835337837500,25732789581368410924057095948304,15482820383629170550389,10101595746263389311212,10082480513014870415126153959160000000,30332811507.0,30332917760.0,10082418176312869583018558,116445915333540370947399411186458048,1332660458557803445721,62115172163761332476,3477812292763678917774806,127619045886771307146716582012934149,1504431587.0,355928646.0,880975628356197368622064,56227808890.0,1545539742.0,53291225287575923061617,534505982847095987775239773585650010,69159998945564809372529,25565837908706734746234,1709790235435643200851341,6879553163508.0,8246296980.0,6857926240815583638057720,0,0,0,0,1551692999892260.0,22717572057734299351769039003583512576,0.932037214750488
2024-10-02 00:10:00,24374104057439308298996845,60939.562,2457.819,60939.562,25.865,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,3020680884643992897053976776078343,2641347170152345816299250960491333,208540183566100000000000000000000,61783717000000000000000000000000384,53749491454638666407397835337837500,25732789581368410924057095948304,15482820383629170550389,10101595746263389311212,10082480513014870415126153959160000000,30332811507.0,30332917760.0,10082418176312869583018558,116445915333540370947399411186458048,1332660458557803445721,62115172163761332476,3477812292763678917774806,127619045886771307146716582012934149,1504431587.0,355928646.0,880975628356197368622064,56227808890.0,1545539742.0,53291225287575923061617,534505982847095987775239773585650010,69159998945564809372529,25565837908706734746234,1709790235435643200851341,6879553163508.0,8246296980.0,6857926240815583638057720,0,0,0,0,1551692999892260.0,22722042306702439211117015718095224832,0.9322206163211715
2024-10-02 00:11:00,24374104057439308298996845,60939.562,2457.819,60939.562,25.865,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,3020680884643992897053976776078343,2641347170152345816299250960491333,208540183566100000000000000000000,61783717000000000000000000000000384,53749491454638666407397835337837500,25732789581368410924057095948304,15482820383629170550389,10101595746263389311212,10082480513014870415126153959160000000,30332811507.0,30332917760.0,10082418176312869583018558,116445915333540370947399411186458048,1332660458557803445721,62115172163761332476,3477812292763678917774806,127619045886771307146716582012934149,1504431587.0,355928646.0,880975628356197368622064,56227808890.0,1545539742.0,53291225287575923061617,534505982847095987775239773585650010,69159998945564809372529,25565837908706734746234,1709790235435643200851341,6879553163508.0,8246296980.0,6857926240815583638057720,0,0,0,0,1551692999892260.0,22722042306702439211117015718095224832,0.9322206163211715
2024-10-02 00:12:00,24374104057439308298996845,60874.873,2453.409,60874.873,25.796,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,3020680884643992897053976776078343,2641347170152345816299250960491333,208540183566100000000000000000000,61783717000000000000000000000000384,53749491454638666407397835337837500,25732789581368410924057095948304,15482820383629170550389,10101595746263389311212,10082480513014870415126153959160000000,30332811507.0,30332917760.0,10082418176312869583018558,116445915333540370947399411186458048,1332660458557803445721,62115172163761332476,3477812292763678917774806,127619045886771307146716582012934149,1504431587.0,355928646.0,880975628356197368622064,56227808890.0,1545539742.0,53291225287575923061617,534505982847095987775239773585650010,69160249074668585106462,25565837908706734746234,1712385764952643200851341,6879575393929.0,8246296980.0,6854151646727583638057720,0,0,0,0,1551692999892260.0,22716236897076771270760308271669575680,0.9319824369151927
2024-10-02 00:13:00,24374104057439308298996845,60824.282,2450.46,60824.282,25.785,1.0,1.0,1.0,365568559358744835475000000000000,51608140649214783635605616518907744,3020680884643992897053976776078343,2641347170152345816299250960491333,208540183566100000000000000000000,61783717000000000000000000000000384,58485898264162475931203295788837500,25737009907002778014372135431656,15482820383629170550389,10101595746263389311212,10082480513014870415126153959160000000,30332811507.0,30332917760.0,10082418176312869583018558,116445915333540370947399411186458048,1332660458557803445721,62115172163761332476,3477812292763678917774806,127619045886771307146716582012934149,1504431587.0,355928646.0,880975628356197368622064,56227808890.0,1545539742.0,53291225287575923061617,534505982847095987775239773585650010,69160249074668585106462,25565837908706734746234,1712385764952643200851341,6879575393929.0,16712372096.0,6854151646727583638057720,0,0,0,0,1551692999892260.0,22711702913651790038622124255419039744,0.931796420501449
